"year","month","day","date","gear","lon","lat","hauljoin","bot_depth","bot_temp","area_swept_km2","cpue_kg_km2"
2012,8,20,2012-08-20,"beam",-167.18585,68.010435,-9613,55,1.6,0.00072224,37840.6070004431
2012,8,19,2012-08-19,"beam",-168.50541,67.996185,-9611,57,1.5,0.000537166,0
2012,8,19,2012-08-19,"beam",-168.498165,67.503195,-9609,48,1.3,0.000559736,0
2012,8,18,2012-08-18,"beam",-168.496715,66.999845,-9607,38,2.2,0.000464942,0
2012,8,17,2012-08-17,"beam",-165.87097,67.507755,-9603,NA,NA,0.000652273,0
2012,8,16,2012-08-16,"beam",-163.311565,66.98029,-9599,13,10.6,0.000482998,0
2012,8,15,2012-08-15,"beam",-165.945765,66.993165,-9594,23,8.1,0.000469456,0
2012,8,14,2012-08-14,"beam",-167.262825,66.00764,-9591,15,9.7,0.000279868,0
2012,9,11,2012-09-11,"otter",-163.63601,72.00346,-9722,36,-1.2,0.01657276,0
2012,9,10,2012-09-10,"otter",-165.28169,72.013075,-9720,40,-0.9,0.01704117,0
2012,9,10,2012-09-10,"otter",-165.182215,72.487305,-9719,48,-0.8,0.01416069,0
2012,9,10,2012-09-10,"otter",-166.82659,72.515245,-9718,48,-0.8,0.02083674,0
2012,9,9,2012-09-09,"otter",-168.43919,72.501905,-9715,51,-1.1,0.0215469,0
2012,9,9,2012-09-09,"otter",-165.83945,73.001185,-9714,57,-1.4,0.02567092,0
2012,9,8,2012-09-08,"otter",-164.18025,73.045815,-9712,82,-1.7,0.00881888,0
2012,9,8,2012-09-08,"otter",-163.513125,72.50503,-9711,45,-1.3,0.02307852,0
2012,9,8,2012-09-08,"otter",-161.94597,72.501055,-9710,40,-1.2,0.01631448,0
2012,9,7,2012-09-07,"otter",-160.48704,72.000835,-9708,35,-1.7,0.01896165,0
2012,8,28,2012-08-28,"otter",-168.487335,68.499175,-9704,48,2.3,0.0184212,5.86281024037522
2012,8,28,2012-08-28,"otter",-168.487385,68.988025,-9702,48,2.1,0.01769856,5.085159470601
2012,9,7,2012-09-07,"otter",-158.45405,72.48095,-9700,57,-1.6,0.023268,0
2012,9,6,2012-09-06,"otter",-158.824175,72.01154,-9699,50,-1.7,0.01403574,0
2012,9,6,2012-09-06,"otter",-157.172125,71.99015,-9698,84,-1.6,0.02169268,0
2012,9,5,2012-09-05,"otter",-159.038755,71.5014,-9696,50,-1.7,0.02114726,0
2012,9,5,2012-09-05,"otter",-160.584125,71.50682,-9695,44,-1.7,0.02155048,0
2012,9,5,2012-09-05,"otter",-162.114355,71.50535,-9694,42,-1.7,0.01765836,0.679564806697791
2012,9,4,2012-09-04,"otter",-163.8753,71.004415,-9692,40,-1.2,0.0210726,0
2012,9,3,2012-09-03,"otter",-165.49594,70.5103,-9691,40,2.2,0.02163506,3.79014433054496
2012,9,3,2012-09-03,"otter",-166.98244,70.50945,-9690,47,0.3,0.02028147,4.63477252881571
2012,9,2,2012-09-02,"otter",-167.01461,70.01889,-9689,45,2,0.02074016,2911.93510561153
2012,9,16,2012-09-16,"otter",-168.48389,70.001925,-9681,40,0.7,0.01420433,5155.47019817197
2012,9,15,2012-09-15,"otter",-168.503465,70.49704,-9679,36,0.1,0.0177262,28.7709717818822
2012,9,15,2012-09-15,"otter",-168.519485,71.002435,-9677,44,0,0.02298712,0
2012,9,14,2012-09-14,"otter",-168.519435,71.508235,-9674,45,-0.3,0.0229614,0
2012,9,14,2012-09-14,"otter",-168.51725,72.00405,-9673,48,-0.5,0.02202908,0
2012,9,14,2012-09-14,"otter",-166.916285,72.00928,-9672,45,-0.8,0.02469874,0
2012,9,13,2012-09-13,"otter",-166.954675,71.5007,-9670,43,0.3,0.01636375,0
2012,9,13,2012-09-13,"otter",-166.98318,71.0104,-9669,43,1.5,0.02266394,5.47124639405152
2012,9,13,2012-09-13,"otter",-165.430425,70.99711,-9668,38,0.5,0.01692601,4.9627762242844
2012,9,12,2012-09-12,"otter",-165.36145,71.50071,-9663,40,-0.6,0.02317448,0
2012,9,12,2012-09-12,"otter",-163.822885,71.4941,-9661,42,-1.1,0.02240755,0
2012,9,11,2012-09-11,"otter",-162.250515,72.03006,-9658,25,-1.6,0.01741443,0
2012,8,27,2012-08-27,"otter",-168.57585,69.50139,-9648,48,3.8,0.01702184,12.1020994205092
2012,8,27,2012-08-27,"otter",-167.131935,69.50156,-9646,44,5.7,0.0189286,5.91697220079668
2012,8,26,2012-08-26,"otter",-165.70994,69.502415,-9644,32,7.9,0.01776633,35.9106241975692
2012,8,26,2012-08-26,"otter",-165.571,69.99905,-9641,38,5.4,0.02243942,0
2012,8,25,2012-08-25,"otter",-164.00179,70.49935,-9639,40,6.2,0.01845432,4.98528257882165
2012,8,25,2012-08-25,"otter",-162.315885,70.996735,-9637,42,2.2,0.0200634,9.76903216802735
2012,8,24,2012-08-24,"otter",-157.39841,71.5207,-9633,88,-1.7,0.01732544,17.6618891064238
2012,8,24,2012-08-24,"otter",-157.57224,71.104165,-9632,32,7.6,0.01135461,34.5234226450754
2012,8,24,2012-08-24,"otter",-159.019835,71.00631,-9630,NA,NA,0.01845725,10022.7823754893
2012,8,23,2012-08-23,"otter",-160.890035,70.99316,-9629,42,1.7,0.01802111,3065.84888500209
2012,8,23,2012-08-23,"otter",-160.94149,70.49944,-9627,18,9.2,0.01869,48.689138576779
2012,8,23,2012-08-23,"otter",-162.5106,70.511175,-9625,32,7.2,0.01644386,0
2012,8,22,2012-08-22,"otter",-164.131025,69.9959,-9624,28,7,0.01771305,0
2012,8,22,2012-08-22,"otter",-164.21496,69.50244,-9622,20,7,0.01879016,26.1839175398187
2012,8,22,2012-08-22,"otter",-164.32649,69.01333,-9621,9,9.3,0.02100372,17818.2721917832
2012,8,21,2012-08-21,"otter",-165.66005,69.008745,-9620,18,9.1,0.01938984,6.49824856729091
2012,8,21,2012-08-21,"otter",-167.044575,68.98822,-9618,44,4.9,0.01977102,12.847086290945
2012,8,21,2012-08-21,"otter",-167.14776,68.522955,-9617,34,9.6,0.01846205,162.49549752059
2012,8,20,2012-08-20,"otter",-165.859915,68.00221,-9615,26,9.9,0.01794128,1041.17431978097
2012,8,20,2012-08-20,"otter",-167.197785,68.004405,-9614,54,2,0.02222432,23654.2670371917
2012,8,19,2012-08-19,"otter",-168.50725,68.00158,-9612,56,1.5,0.02302344,0
2012,8,19,2012-08-19,"otter",-168.48623,67.508565,-9610,45,1.3,0.02273376,0
2012,8,18,2012-08-18,"otter",-168.488975,66.993275,-9608,34,2.4,0.0179608,4.67685181060977
2012,8,18,2012-08-18,"otter",-167.22429,66.98433,-9606,36,2,0.02201979,0
2012,8,18,2012-08-18,"otter",-167.18204,67.51167,-9605,43,1.7,0.02054654,0
2012,8,17,2012-08-17,"otter",-165.889785,67.50369,-9604,37,5,0.01687582,8.29589317733894
2012,8,17,2012-08-17,"otter",-164.581375,67.506065,-9602,27,9.8,0.01987776,90.3522328471619
2012,8,17,2012-08-17,"otter",-164.68276,66.99205,-9601,24,8.4,0.01932764,57.6376629531593
2012,8,16,2012-08-16,"otter",-163.325535,66.989205,-9600,11,10.7,0.022158982,64.6239073618093
2012,8,16,2012-08-16,"otter",-162.20983,66.49546,-9597,11,-0.4,0.0217208,14.7324223785496
2012,8,16,2012-08-16,"otter",-163.391675,66.48609,-9596,11,10.6,0.0205422,23.3665332827058
2012,8,15,2012-08-15,"otter",-165.90435,66.99561,-9595,21,8.2,0.02075028,17.1563949980434
2012,8,15,2012-08-15,"otter",-166.017925,66.48925,-9593,14,9.3,0.02062803,0
2012,8,15,2012-08-15,"otter",-167.24625,66.48863,-9592,26,8.4,0.01978353,0
2012,8,14,2012-08-14,"otter",-167.2772,66.00125,-9590,12,9.9,0.02003392,0.998306871545858
2012,8,14,2012-08-14,"otter",-168.490415,66.02286,-9589,50,1.6,0.0186656,37809.2319561118
2012,8,14,2012-08-14,"otter",-168.49731,66.50526,-9588,49,1.3,0.01816788,10626.4462336827
1990,8,16,1990-08-16,"otter",-168.820585,71.93308,12068,51,-1.2,0.0423176,0
1990,8,16,1990-08-16,"otter",-168.789835,71.890085,12069,49,-1.2,0.04305539,0
1990,8,17,1990-08-17,"otter",-167.764585,71.572835,12070,48,1.1,0.0429216,0
1990,8,17,1990-08-17,"otter",-167.6735,71.54125,12071,49,1.1,0.04589877,0
1990,8,17,1990-08-17,"otter",-167.0705,71.49975,12072,48,NA,0.04087512,0
1990,8,17,1990-08-17,"otter",-166.993,71.48008,12073,46,NA,0.04078789,0
1990,8,17,1990-08-17,"otter",-165.835,71.154665,12075,42,NA,0.03990896,0
1990,8,18,1990-08-18,"otter",-164.218915,70.80067,12076,46,-1,0.04145458,0
1990,8,18,1990-08-18,"otter",-164.06183,70.799085,12077,48,-1,0.02275462,0
1990,8,21,1990-08-21,"otter",-166.81933,68.397585,12078,18,12.6,0.0452023,0
1990,8,21,1990-08-21,"otter",-166.92733,68.392915,12079,20,12.6,0.03805176,0
1990,8,21,1990-08-21,"otter",-167.273915,68.476585,12080,46,7.1,0.01177209,0
1990,8,22,1990-08-22,"otter",-168.736,68.55542,12084,55,2.1,0.04305,0
1990,8,22,1990-08-22,"otter",-168.83,68.58658,12085,51,2.1,0.04808718,0
1990,8,22,1990-08-22,"otter",-168.806585,68.65225,12086,53,2.1,0.047982,0
1990,8,22,1990-08-22,"otter",-168.83142,68.696415,12087,53,2.1,0.04844302,0
1990,8,22,1990-08-22,"otter",-168.74267,68.77142,12088,53,2.5,0.04651482,0
1990,8,22,1990-08-22,"otter",-168.6465,68.78667,12089,51,2.5,0.08260992,0
1990,8,22,1990-08-22,"otter",-167.97008,68.84658,12090,49,2.3,0.04339845,0
1990,8,22,1990-08-22,"otter",-167.85275,68.86275,12091,49,2.3,0.04045716,0
1990,8,23,1990-08-23,"otter",-167.479335,68.878415,12092,46,4.8,0.03789024,0
1990,8,23,1990-08-23,"otter",-167.360335,68.867585,12093,46,4.8,0.0506278,0
1990,8,23,1990-08-23,"otter",-166.506,68.87075,12094,37,10.7,0.03877818,0
1990,8,23,1990-08-23,"otter",-166.42708,68.87917,12095,35,10.7,0.01535797,0
1990,8,24,1990-08-24,"otter",-167.632915,69.101415,12098,48,2.7,0.04682802,0
1990,8,24,1990-08-24,"otter",-167.70975,69.12983,12099,48,2.7,0.04298522,0
1990,8,24,1990-08-24,"otter",-168.4685,69.18008,12101,49,3.1,0.04091166,0
1990,8,24,1990-08-24,"otter",-168.83658,69.18492,12103,49,2.2,0.0417783,0
1990,8,30,1990-08-30,"otter",-164.8705,69.12225,12104,22,10.7,0.04437,0
1990,8,30,1990-08-30,"otter",-164.97275,69.1445,12105,24,10.7,0.035208,0
1990,8,30,1990-08-30,"otter",-166.510835,69.43433,12108,38,7,0.01822176,0
1990,8,30,1990-08-30,"otter",-166.5465,69.460665,12109,40,7,0.02000678,0
1990,8,31,1990-08-31,"otter",-167.288665,69.640835,12110,46,5.7,0.01923519,0
1990,8,31,1990-08-31,"otter",-167.64517,69.6475,12111,46,5.7,0.023985,0
1990,9,6,1990-09-06,"otter",-162.705085,70.375,12112,31,3.4,0.01728944,0
1990,9,6,1990-09-06,"otter",-163.39875,70.5475,12114,40,2.6,0.04035171,0
1990,9,6,1990-09-06,"otter",-163.289085,70.561165,12115,38,2.6,0.04192703,0
1990,9,7,1990-09-07,"otter",-160.444585,70.821165,12116,53,NA,0.0461624,0
1990,9,7,1990-09-07,"otter",-160.882665,70.937085,12118,53,-0.6,0.02003904,0
1990,9,7,1990-09-07,"otter",-160.937415,70.953585,12119,49,-0.6,0.02089535,0
1990,9,7,1990-09-07,"otter",-161.92058,71.149915,12120,48,-1,0.02289072,0
1990,9,7,1990-09-07,"otter",-161.95,71.164585,12121,46,-1,0.00746808,0
1990,9,8,1990-09-08,"otter",-163.638165,71.57325,12122,44,-1.1,0.02081066,0
1990,9,8,1990-09-08,"otter",-163.74692,71.59183,12123,42,-1.1,0.047292,0
1990,9,8,1990-09-08,"otter",-165.33008,71.991165,12124,42,1.1,0.04809966,0
1990,9,8,1990-09-08,"otter",-165.48108,71.992335,12125,42,1.1,0.04114992,0
1990,9,8,1990-09-08,"otter",-166.833915,72.066415,12126,46,0.6,0.0379122,0
1990,9,8,1990-09-08,"otter",-166.888835,72.0395,12127,46,0.6,0.03923559,0
1990,9,9,1990-09-09,"otter",-164.86175,71.54967,12129,42,0.5,0.04967358,0
1990,9,9,1990-09-09,"otter",-163.371,71.10242,12130,44,0.2,0.04371895,0
1990,9,9,1990-09-09,"otter",-163.209165,71.069085,12131,44,0.2,0.04475889,3.03850251871751
1990,9,9,1990-09-09,"otter",-161.68925,70.711085,12132,40,2.2,0.04290598,202.978699006525
1990,9,9,1990-09-09,"otter",-161.529085,70.67783,12133,40,2.2,0.02220282,75.5759853928465
1990,9,9,1990-09-09,"otter",-161.37075,70.54417,12134,27,3.9,0.0244337,79.8078064312814
1990,9,9,1990-09-09,"otter",-161.45758,70.53025,12135,27,3.9,0.02242928,0
1990,9,10,1990-09-10,"otter",-163.245085,69.9655,12136,20,5.7,0.03534157,0
1990,9,10,1990-09-10,"otter",-163.30875,69.99267,12137,22,5.7,0.03881885,0
1990,9,10,1990-09-10,"otter",-163.49917,69.99417,12138,24,5.8,0.04373005,1.02904067111746
1990,9,10,1990-09-10,"otter",-163.623165,69.969665,12139,26,5.8,0.03981392,0
1990,9,10,1990-09-10,"otter",-164.67142,70.4335,12140,44,4.3,0.04058489,0
1990,9,10,1990-09-10,"otter",-164.79542,70.451415,12141,44,4.3,0.04191939,1.07348890334521
1990,9,11,1990-09-11,"otter",-165.767,70.752585,12142,42,4.4,0.04380102,0
1990,9,11,1990-09-11,"otter",-165.9085,70.738335,12143,42,4.4,0.04648947,0
1990,9,11,1990-09-11,"otter",-167.381665,71.065665,12144,40,NA,0.04372533,0
1990,9,11,1990-09-11,"otter",-167.485335,71.08117,12145,46,NA,0.04040234,0
1990,9,11,1990-09-11,"otter",-168.587085,70.807585,12147,40,NA,0.04527756,0
1990,9,13,1990-09-13,"otter",-167.60317,70.53075,12148,49,2.3,0.05461151,0
1990,9,13,1990-09-13,"otter",-167.48242,70.48883,12149,49,2.3,0.04523596,0
1990,9,13,1990-09-13,"otter",-166.148085,70.232085,12150,46,5.7,0.04669336,0
1990,9,13,1990-09-13,"otter",-166.0445,70.23667,12151,46,5.7,0.03844743,1.17042933688936
1990,9,14,1990-09-14,"otter",-164.924915,70.096415,12152,40,6.3,0.04812,0.935162094763092
1990,9,14,1990-09-14,"otter",-164.86158,70.0535,12153,38,6.3,0.04208212,1.06933776150061
1990,9,14,1990-09-14,"otter",-164.12125,69.816585,12154,29,NA,0.04900704,0.918235420870144
1990,9,14,1990-09-14,"otter",-164.00658,69.79258,12155,29,NA,0.04262336,0
1990,9,15,1990-09-15,"otter",-164.63817,69.618085,12160,27,7.1,0.0447795,0
1990,9,15,1990-09-15,"otter",-164.70592,69.641915,12161,29,7.1,0.02116224,0
1990,9,16,1990-09-16,"otter",-166.15275,69.7105,12162,42,6.2,0.04308926,1.04434376454829
1990,9,16,1990-09-16,"otter",-166.294085,69.71425,12163,42,6.2,0.04472172,1.00622247981518
