C3-Dibenzothiophenes,,0.758,,0.107,U,,,,0.104,U,,,,,
C4-Dibenzothiophenes,,0.051,U,0.107,U,,,,0.104,U,,,,,
Fluoranthene,,0.384,J,207.3,,178.98,116,,194.04,,173.71,111,,4.4,
Pyrene,,0.604,,201.664,,178.89,112,,189.079,,173.63,109,,2.7,
C1-Fluoranthenes/Pyrenes,,1.675,,0.398,U,,,,0.386,U,,,,,
C2-Fluoranthenes/Pyrenes,,1.379,,0.398,U,,,,0.386,U,,,,,
C3-Fluoranthenes/Pyrenes,,1.162,,0.398,U,,,,0.386,U,,,,,
Benzo(a)anthracene,,0.115,J,210.22,,178.95,117,,200.896,,173.68,116,,0.9,
Chrysene,,1.203,,204.878,,178.80,114,,194.098,,173.54,111,,2.7,
C1-Chrysenes,,1.234,,0.247,U,,,,0.24,U,,,,,
C2-Chrysenes,,1.385,,0.247,U,,,,0.24,U,,,,,
C3-Chrysenes,,0.118,U,0.247,U,,,,0.24,U,,,,,
C4-Chrysenes,,0.118,U,0.247,U,,,,0.24,U,,,,,
Benzo(b)fluoranthene,,0.589,,226.818,,179.13,126,,214.659,,173.85,123,,2.4,
Benzo(k)fluoranthene,,0.071,U,227.813,,178.88,127,,216.391,,173.61,125,,1.6,
Benzo(e)pyrene,,0.77,,200.408,,179.02,112,,189.015,,173.75,108,,3.6,
Benzo(a)pyrene,,0.146,U,215.344,,178.68,121,,203.652,,173.42,117,,3.4,
Perylene,,2.998,,210.89,,178.97,116,,201.359,,173.70,114,,1.7,
"Indeno(1,2,3-cd)pyrene",,0.164,U,199.193,,178.89,111,,181.502,,173.63,105,,5.6,
"Dibenz(a,h)anthracene",,0.101,U,198.16,,178.75,111,,180.438,,173.49,104,,6.5,
"Benzo(g,h,i)perylene",,0.466,,187.234,,179.00,104,,173.181,,173.73,99,,4.9,
Total PAH,,51.057,,4285.486,,,,,4066.674,,,,,,
"14a(H),17a(H)-20R-Cholestane",,0.23,J,0.169,U,,,,0.165,U,,,,,
"13b(H),17a(H)-20S-Diacholestane ",,0.081,J,0.169,U,,,,0.165,U,,,,,
"13b(H),17a(H)-20R-Diacholestane",,0.054,J,0.169,U,,,,0.165,U,,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,0.058,J,0.169,U,,,,0.165,U,,,,,
"14a(H),17a(H)-20S-Cholestane",,0.164,J,0.169,U,,,,0.165,U,,,,,
"14b(H),17b(H)-20R-Cholestane",,0.081,J,0.169,U,,,,0.165,U,,,,,
"14b(H),17b(H)-20S-Cholestane",,0.067,J,0.169,U,,,,0.165,U,,,,,
"14a(H),17a(H)-20S-methylcholestane",,0.081,U,0.169,U,,,,0.165,U,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,0.081,U,0.169,U,,,,0.165,U,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,0.081,U,0.169,U,,,,0.165,U,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,0.151,J,0.169,U,,,,0.165,U,,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,0.083,J,0.169,U,,,,0.165,U,,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,0.123,J,0.169,U,,,,0.165,U,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,0.107,J,0.169,U,,,,0.165,U,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,0.417,J,0.169,U,,,,0.165,U,,,,,
C23 Tricyclic Terpane,,0.049,J,0.472,U,,,,0.458,U,,,,,
C24 Tricyclic Terpane ,,0.225,U,0.472,U,,,,0.458,U,,,,,
C25 Tricyclic Terpane,,0.225,U,0.472,U,,,,0.458,U,,,,,
C24 Tetracyclic Terpane,,0.225,U,0.472,U,,,,0.458,U,,,,,
C26 Tricyclic Terpane-22S,,0.225,U,0.472,U,,,,0.458,U,,,,,
C26 Tricyclic Terpane-22R,,0.225,U,0.472,U,,,,0.458,U,,,,,
C28 Tricyclic Terpane-22S,,0.225,U,0.472,U,,,,0.458,U,,,,,
C28 Tricyclic Terpane-22R,,0.225,U,0.472,U,,,,0.458,U,,,,,
C29 Tricyclic Terpane-22S,,0.225,U,0.472,U,,,,0.458,U,,,,,
C29 Tricyclic Terpane-22R,,0.225,U,0.472,U,,,,0.458,U,,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,0.225,U,0.472,U,,,,0.458,U,,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,0.212,J,0.472,U,,,,0.458,U,,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,0.225,U,0.472,U,,,,0.458,U,,,,,
"17a(H),21b(H)-25-Norhopane",,0.225,U,0.472,U,,,,0.458,U,,,,,
30-Norhopane,,0.346,J,0.472,U,,,,0.458,U,,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,0.225,U,0.472,U,,,,0.458,U,,,,,
17a(H)-Diahopane,,0.225,U,0.472,U,,,,0.458,U,,,,,
30-Normoretane,,0.225,U,0.472,U,,,,0.458,U,,,,,
18a(H) & 18b(H)-Oleananes,,0.225,U,0.472,U,,,,0.458,U,,,,,
"17a(H),21b(H)-hopane",,0.513,J,0.472,U,,,,0.458,U,,,,,
"17b(H),21a(H)-hopane (moretane)",,0.534,J,0.472,U,,,,0.458,U,,,,,
30-Homohopane-22S,,0.225,U,0.472,U,,,,0.458,U,,,,,
30-Homohopane-22R,,0.347,J,0.472,U,,,,0.458,U,,,,,
"30,31-Bishomohopane-22S",,0.225,U,0.472,U,,,,0.458,U,,,,,
"30,31-Bishomohopane-22R",,0.225,U,0.472,U,,,,0.458,U,,,,,
"30,31,32-Trishomohopane-22S",,0.416,J,0.472,U,,,,0.458,U,,,,,
"30,31,32-Trishomohopane-22R",,0.225,U,0.472,U,,,,0.458,U,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,0.225,U,0.472,U,,,,0.458,U,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,0.225,U,0.472,U,,,,0.458,U,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,0.225,U,0.472,U,,,,0.458,U,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,0.225,U,0.472,U,,,,0.458,U,,,,,
Priority Pollutant PAH,,8.908,,3305.84,,,,,3128.714,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Naphthalene-d8,,64,,82,,,,,78,,,,,,
Acenaphthene-d10,,65,,82,,,,,79,,,,,,
Phenanthrene-d10,,65,,83,,,,,81,,,,,,
Benzo(a)pyrene-d12,,60,,78,,,,,77,,,,,,
5b(H)-Cholane,,84,,106,,,,,92,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
