C3-Chrysenes,,0.184,U,,,,0.183,U,,,
C4-Chrysenes,,0.184,U,,,,0.183,U,,,
Benzo(b)fluoranthene,,153.722,,133.24,115,,156.722,,132.89,118,
Benzo(k)fluoranthene,,153.821,,133.06,116,,156.759,,132.71,118,
Benzo(e)pyrene,,133.35,,133.17,100,,136.993,,132.81,103,
Benzo(a)pyrene,,138.548,,132.91,104,,142.912,,132.56,108,
Perylene,,115.109,,133.13,86,,119.238,,132.77,90,
"Indeno(1,2,3-cd)pyrene",,142.279,,133.07,107,,140.967,,132.72,106,
"Dibenz(a,h)anthracene",,144.355,,132.97,109,,146.607,,132.61,111,
"Benzo(g,h,i)perylene",,144.326,,133.15,108,,147.838,,132.80,111,
Total PAH,,2894.14,,,,,2960.882,,,,
"14a(H),17a(H)-20R-Cholestane",,0.126,U,,,,0.126,U,,,
"13b(H),17a(H)-20S-Diacholestane ",,0.126,U,,,,0.126,U,,,
"13b(H),17a(H)-20R-Diacholestane",,0.126,U,,,,0.126,U,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,0.126,U,,,,0.126,U,,,
"14a(H),17a(H)-20S-Cholestane",,0.126,U,,,,0.126,U,,,
"14b(H),17b(H)-20R-Cholestane",,0.126,U,,,,0.126,U,,,
"14b(H),17b(H)-20S-Cholestane",,0.126,U,,,,0.126,U,,,
"14a(H),17a(H)-20S-methylcholestane",,0.126,U,,,,0.126,U,,,
"14b(H),17b(H)-20R-Methylcholestane",,0.126,U,,,,0.126,U,,,
"14b(H),17b(H)-20S-Methylcholestane",,0.126,U,,,,0.126,U,,,
"14a(H),17a(H)-20R-methylcholestane ",,0.126,U,,,,0.126,U,,,
"14a(H),17a(H)-20S-Ethylcholestane",,0.126,U,,,,0.126,U,,,
"14b(H),17b(H)-20R-Ethylcholestane",,0.126,U,,,,0.126,U,,,
"14b(H),17b(H)-20S-Ethylcholestane",,0.126,U,,,,0.126,U,,,
"14a(H),17a(H)-20R-Ethylcholestane",,0.126,U,,,,0.126,U,,,
C23 Tricyclic Terpane,,0.351,U,,,,0.35,U,,,
C24 Tricyclic Terpane ,,0.351,U,,,,0.35,U,,,
C25 Tricyclic Terpane,,0.351,U,,,,0.35,U,,,
C24 Tetracyclic Terpane,,0.351,U,,,,0.35,U,,,
C26 Tricyclic Terpane-22S,,0.351,U,,,,0.35,U,,,
C26 Tricyclic Terpane-22R,,0.351,U,,,,0.35,U,,,
C28 Tricyclic Terpane-22S,,0.351,U,,,,0.35,U,,,
C28 Tricyclic Terpane-22R,,0.351,U,,,,0.35,U,,,
C29 Tricyclic Terpane-22S,,0.351,U,,,,0.35,U,,,
C29 Tricyclic Terpane-22R,,0.351,U,,,,0.35,U,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,0.351,U,,,,0.35,U,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,0.351,U,,,,0.35,U,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,0.351,U,,,,0.35,U,,,
"17a(H),21b(H)-25-Norhopane",,0.351,U,,,,0.35,U,,,
30-Norhopane,,0.351,U,,,,0.35,U,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,0.351,U,,,,0.35,U,,,
17a(H)-Diahopane,,0.351,U,,,,0.35,U,,,
30-Normoretane,,0.351,U,,,,0.35,U,,,
18a(H) & 18b(H)-Oleananes,,0.351,U,,,,0.35,U,,,
"17a(H),21b(H)-hopane",,0.351,U,,,,0.35,U,,,
"17b(H),21a(H)-hopane (moretane)",,0.351,U,,,,0.35,U,,,
30-Homohopane-22S,,0.351,U,,,,0.35,U,,,
30-Homohopane-22R,,0.351,U,,,,0.35,U,,,
"30,31-Bishomohopane-22S",,0.351,U,,,,0.35,U,,,
"30,31-Bishomohopane-22R",,0.351,U,,,,0.35,U,,,
"30,31,32-Trishomohopane-22S",,0.351,U,,,,0.35,U,,,
"30,31,32-Trishomohopane-22R",,0.351,U,,,,0.35,U,,,
"30,31,32,33-Tetrakishomohopane-22S",,0.351,U,,,,0.35,U,,,
"30,31,32,33-Tetrakishomohopane-22R",,0.351,U,,,,0.35,U,,,
"30,31,32,33,34-Pentakishomohopane-22S",,0.351,U,,,,0.35,U,,,
"30,31,32,33,34-Pentakishomohopane-22R",,0.351,U,,,,0.35,U,,,
Priority Pollutant PAH,,2291.636,,,,,2336.504,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,,,
,,,,,,,,,,,
Naphthalene-d8,,58,,,,,60,,,,
Acenaphthene-d10,,65,,,,,66,,,,
Phenanthrene-d10,,74,,,,,75,,,,
Benzo(a)pyrene-d12,,73,,,,,72,,,,
5b(H)-Cholane,,87,,,,,87,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
