"14a(H),17a(H)-20S-Cholestane",,76.395,,,,,,,
"14b(H),17b(H)-20R-Cholestane",,23.25,,,,,,,
"14b(H),17b(H)-20S-Cholestane",,22.958,,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,28.052,,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,21.613,,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,23.557,,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,15.119,,,,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,20.259,,,,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,43.855,,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,31.661,,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,18.109,,,,,,,
C23 Tricyclic Terpane,,38.06,,,,,,,
C24 Tricyclic Terpane ,,29.316,,,,,,,
C25 Tricyclic Terpane,,35.966,,,,,,,
C24 Tetracyclic Terpane,,4.069,J,,,,,,
C26 Tricyclic Terpane-22S,,12.18,,,,,,,
C26 Tricyclic Terpane-22R,,14.493,,,,,,,
C28 Tricyclic Terpane-22S,,16.623,,,,,,,
C28 Tricyclic Terpane-22R,,16.731,,,,,,,
C29 Tricyclic Terpane-22S,,20.344,,,,,,,
C29 Tricyclic Terpane-22R,,20.456,,,,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,12.255,,,,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,7.543,J,,,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,9.788,,,,,,,
"17a(H),21b(H)-25-Norhopane",,7.799,U,,,,,,
30-Norhopane,,19.394,,,,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,10.26,,,,,,,
17a(H)-Diahopane,,11.065,,,,,,,
30-Normoretane,,2.199,J,,,,,,
18a(H) & 18b(H)-Oleananes,,7.799,U,,,,,,
"17a(H),21b(H)-hopane",,47.97,,,,,,,
"17b(H),21a(H)-hopane (moretane)",,5.545,J,,,,,,
30-Homohopane-22S,,25.521,,,,,,,
30-Homohopane-22R,,12.355,,,,,,,
"30,31-Bishomohopane-22S",,15.238,,,,,,,
"30,31-Bishomohopane-22R",,11.235,,,,,,,
"30,31,32-Trishomohopane-22S",,13.005,,,,,,,
"30,31,32-Trishomohopane-22R",,10.971,,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,9.318,,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,6.199,J,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,10.728,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,6.703,J,,,,,,
Priority Pollutant PAH,,1309.557,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,90,,,,,,,
Acenaphthene-d10,,94,,,,,,,
Phenanthrene-d10,,101,,,,,,,
Benzo(a)pyrene-d12,,98,,,,,,,
5b(H)-Cholane,,118,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
