"14a(H),17a(H)-20S-Cholestane",,74.237,,,,,,,
"14b(H),17b(H)-20R-Cholestane",,25.655,,,,,,,
"14b(H),17b(H)-20S-Cholestane",,25.707,,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,23.624,,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,24.103,,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,20.187,,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,14.458,,,,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,18.822,,,,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,40.717,,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,33.978,,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,17.020,,,,,,,
C23 Tricyclic Terpane,,40.312,,,,,,,
C24 Tricyclic Terpane ,,30.559,,,,,,,
C25 Tricyclic Terpane,,34.671,,,,,,,
C24 Tetracyclic Terpane,,3.784,J,,,,,,
C26 Tricyclic Terpane-22S,,10.708,,,,,,,
C26 Tricyclic Terpane-22R,,14.729,,,,,,,
C28 Tricyclic Terpane-22S,,16.465,,,,,,,
C28 Tricyclic Terpane-22R,,15.917,,,,,,,
C29 Tricyclic Terpane-22S,,21.277,,,,,,,
C29 Tricyclic Terpane-22R,,19.389,,,,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,10.444,,,,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,5.684,J,,,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,7.801,,,,,,,
"17a(H),21b(H)-25-Norhopane",,7.799,U,,,,,,
30-Norhopane,,18.197,,,,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,9.546,,,,,,,
17a(H)-Diahopane,,9.749,,,,,,,
30-Normoretane,,7.799,U,,,,,,
18a(H) & 18b(H)-Oleananes,,0.441,J,,,,,,
"17a(H),21b(H)-hopane",,43.560,,,,,,,
"17b(H),21a(H)-hopane (moretane)",,17.709,,,,,,,
30-Homohopane-22S,,27.462,,,,,,,
30-Homohopane-22R,,13.325,,,,,,,
"30,31-Bishomohopane-22S",,14.280,,,,,,,
"30,31-Bishomohopane-22R",,11.628,,,,,,,
"30,31,32-Trishomohopane-22S",,14.198,,,,,,,
"30,31,32-Trishomohopane-22R",,9.775,,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,9.589,,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,6.427,J,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,9.930,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,6.501,J,,,,,,
Priority Pollutant PAH,,1596.686,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,100,,,,,,,
Acenaphthene-d10,,105,,,,,,,
Phenanthrene-d10,,102,,,,,,,
Benzo(a)pyrene-d12,,110,,,,,,,
5b(H)-Cholane,,108,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
