"13b(H),17a(H)-20R-Diacholestane",,0.118,U,,,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,0.118,U,,,,,,
"14a(H),17a(H)-20S-Cholestane",,0.118,U,,,,,,
"14b(H),17b(H)-20R-Cholestane",,0.118,U,,,,,,
"14b(H),17b(H)-20S-Cholestane",,0.118,U,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,0.118,U,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,0.118,U,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,0.118,U,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,0.118,U,,,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,0.118,U,,,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,0.118,U,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,0.118,U,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,0.118,U,,,,,,
C23 Tricyclic Terpane,,0.327,U,,,,,,
C24 Tricyclic Terpane ,,0.327,U,,,,,,
C25 Tricyclic Terpane,,0.327,U,,,,,,
C24 Tetracyclic Terpane,,0.327,U,,,,,,
C26 Tricyclic Terpane-22S,,0.327,U,,,,,,
C26 Tricyclic Terpane-22R,,0.327,U,,,,,,
C28 Tricyclic Terpane-22S,,0.327,U,,,,,,
C28 Tricyclic Terpane-22R,,0.327,U,,,,,,
C29 Tricyclic Terpane-22S,,0.327,U,,,,,,
C29 Tricyclic Terpane-22R,,0.327,U,,,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,0.327,U,,,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,0.327,U,,,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,0.327,U,,,,,,
"17a(H),21b(H)-25-Norhopane",,0.327,U,,,,,,
30-Norhopane,,0.327,U,,,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,0.327,U,,,,,,
17a(H)-Diahopane,,0.327,U,,,,,,
30-Normoretane,,0.327,U,,,,,,
18a(H) & 18b(H)-Oleananes,,0.327,U,,,,,,
"17a(H),21b(H)-hopane",,0.327,U,,,,,,
"17b(H),21a(H)-hopane (moretane)",,0.327,U,,,,,,
30-Homohopane-22S,,0.327,U,,,,,,
30-Homohopane-22R,,0.327,U,,,,,,
"30,31-Bishomohopane-22S",,0.327,U,,,,,,
"30,31-Bishomohopane-22R",,0.327,U,,,,,,
"30,31,32-Trishomohopane-22S",,0.327,U,,,,,,
"30,31,32-Trishomohopane-22R",,0.327,U,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,0.327,U,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,0.327,U,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,0.327,U,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,0.327,U,,,,,,
Priority Pollutant PAH,,1972.478,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,69,,,,,,,
Acenaphthene-d10,,77,,,,,,,
Phenanthrene-d10,,85,,,,,,,
Benzo(a)pyrene-d12,,82,,,,,,,
5b(H)-Cholane,,85,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
