C3-Chrysenes,,0.161,U,,,,0.16,U,,,
C4-Chrysenes,,0.161,U,,,,0.16,U,,,
Benzo(b)fluoranthene,,133.894,,116.68,115,,127.928,,116.34,110,
Benzo(k)fluoranthene,,134.476,,116.51,115,,126.361,,116.18,109,
Benzo(e)pyrene,,116.925,,116.61,100,,111.113,,116.27,96,
Benzo(a)pyrene,,130.069,,116.39,112,,123.782,,116.05,107,
Perylene,,122.214,,116.57,105,,114.866,,116.23,99,
"Indeno(1,2,3-cd)pyrene",,121.322,,116.53,104,,114.809,,116.19,99,
"Dibenz(a,h)anthracene",,117.468,,116.43,101,,111.986,,116.10,96,
"Benzo(g,h,i)perylene",,110.949,,116.60,95,,106.343,,116.26,91,
Total PAH,,2582.92,,,,,2428.358,,,,
"14a(H),17a(H)-20R-Cholestane",,0.11,U,,,,0.11,U,,,
"13b(H),17a(H)-20S-Diacholestane ",,0.11,U,,,,0.11,U,,,
"13b(H),17a(H)-20R-Diacholestane",,0.11,U,,,,0.11,U,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,0.11,U,,,,0.11,U,,,
"14a(H),17a(H)-20S-Cholestane",,0.11,U,,,,0.11,U,,,
"14b(H),17b(H)-20R-Cholestane",,0.11,U,,,,0.11,U,,,
"14b(H),17b(H)-20S-Cholestane",,0.11,U,,,,0.11,U,,,
"14a(H),17a(H)-20S-methylcholestane",,0.11,U,,,,0.11,U,,,
"14b(H),17b(H)-20R-Methylcholestane",,0.11,U,,,,0.11,U,,,
"14b(H),17b(H)-20S-Methylcholestane",,0.11,U,,,,0.11,U,,,
"14a(H),17a(H)-20R-methylcholestane ",,0.11,U,,,,0.11,U,,,
"14a(H),17a(H)-20S-Ethylcholestane",,0.11,U,,,,0.11,U,,,
"14b(H),17b(H)-20R-Ethylcholestane",,0.11,U,,,,0.11,U,,,
"14b(H),17b(H)-20S-Ethylcholestane",,0.11,U,,,,0.11,U,,,
"14a(H),17a(H)-20R-Ethylcholestane",,0.11,U,,,,0.11,U,,,
C23 Tricyclic Terpane,,0.307,U,,,,0.306,U,,,
C24 Tricyclic Terpane ,,0.307,U,,,,0.306,U,,,
C25 Tricyclic Terpane,,0.307,U,,,,0.306,U,,,
C24 Tetracyclic Terpane,,0.307,U,,,,0.306,U,,,
C26 Tricyclic Terpane-22S,,0.307,U,,,,0.306,U,,,
C26 Tricyclic Terpane-22R,,0.307,U,,,,0.306,U,,,
C28 Tricyclic Terpane-22S,,0.307,U,,,,0.306,U,,,
C28 Tricyclic Terpane-22R,,0.307,U,,,,0.306,U,,,
C29 Tricyclic Terpane-22S,,0.307,U,,,,0.306,U,,,
C29 Tricyclic Terpane-22R,,0.307,U,,,,0.306,U,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,0.307,U,,,,0.306,U,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,0.307,U,,,,0.306,U,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,0.307,U,,,,0.306,U,,,
"17a(H),21b(H)-25-Norhopane",,0.307,U,,,,0.306,U,,,
30-Norhopane,,0.307,U,,,,0.306,U,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,0.307,U,,,,0.306,U,,,
17a(H)-Diahopane,,0.307,U,,,,0.306,U,,,
30-Normoretane,,0.307,U,,,,0.306,U,,,
18a(H) & 18b(H)-Oleananes,,0.307,U,,,,0.306,U,,,
"17a(H),21b(H)-hopane",,0.307,U,,,,0.306,U,,,
"17b(H),21a(H)-hopane (moretane)",,0.307,U,,,,0.306,U,,,
30-Homohopane-22S,,0.307,U,,,,0.306,U,,,
30-Homohopane-22R,,0.307,U,,,,0.306,U,,,
"30,31-Bishomohopane-22S",,0.307,U,,,,0.306,U,,,
"30,31-Bishomohopane-22R",,0.307,U,,,,0.306,U,,,
"30,31,32-Trishomohopane-22S",,0.307,U,,,,0.306,U,,,
"30,31,32-Trishomohopane-22R",,0.307,U,,,,0.306,U,,,
"30,31,32,33-Tetrakishomohopane-22S",,0.307,U,,,,0.306,U,,,
"30,31,32,33-Tetrakishomohopane-22R",,0.307,U,,,,0.306,U,,,
"30,31,32,33,34-Pentakishomohopane-22S",,0.307,U,,,,0.306,U,,,
"30,31,32,33,34-Pentakishomohopane-22R",,0.307,U,,,,0.306,U,,,
Priority Pollutant PAH,,1994.933,,,,,1878.615,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,,,
,,,,,,,,,,,
Naphthalene-d8,,86,,,,,81,,,,
Acenaphthene-d10,,88,,,,,82,,,,
Phenanthrene-d10,,90,,,,,85,,,,
Benzo(a)pyrene-d12,,88,,,,,81,,,,
5b(H)-Cholane,,110,,,,,104,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
