"14a(H),17a(H)-20R-Cholestane",,3.355,,,,,,,
"13b(H),17a(H)-20S-Diacholestane ",,1.879,,,,,,,
"13b(H),17a(H)-20R-Diacholestane",,1.052,,,,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,0.982,,,,,,,
"14a(H),17a(H)-20S-Cholestane",,3.068,,,,,,,
"14b(H),17b(H)-20R-Cholestane",,1.825,,,,,,,
"14b(H),17b(H)-20S-Cholestane",,1.833,,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,1.135,,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,1.516,,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,1.663,,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,1.579,,,,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,1.225,,,,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,2.64,,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,2.096,,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,2.457,,,,,,,
C23 Tricyclic Terpane,,1.866,,,,,,,
C24 Tricyclic Terpane ,,0.948,J,,,,,,
C25 Tricyclic Terpane,,1.474,J,,,,,,
C24 Tetracyclic Terpane,,1.235,J,,,,,,
C26 Tricyclic Terpane-22S,,0.359,J,,,,,,
C26 Tricyclic Terpane-22R,,0.342,J,,,,,,
C28 Tricyclic Terpane-22S,,0.419,J,,,,,,
C28 Tricyclic Terpane-22R,,0.433,J,,,,,,
C29 Tricyclic Terpane-22S,,0.547,J,,,,,,
C29 Tricyclic Terpane-22R,,0.393,J,,,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,2.117,,,,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,1.988,,,,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,0.263,J,,,,,,
"17a(H),21b(H)-25-Norhopane",,0.559,U,,,,,,
30-Norhopane,,6.252,,,,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,1.542,,,,,,,
17a(H)-Diahopane,,0.367,J,,,,,,
30-Normoretane,,0.9,J,,,,,,
18a(H) & 18b(H)-Oleananes,,0.555,J,,,,,,
"17a(H),21b(H)-hopane",,7.66,,,,,,,
"17b(H),21a(H)-hopane (moretane)",,0.959,J,,,,,,
30-Homohopane-22S,,2.765,,,,,,,
30-Homohopane-22R,,2.128,,,,,,,
"30,31-Bishomohopane-22S",,1.511,J,,,,,,
"30,31-Bishomohopane-22R",,1.091,J,,,,,,
"30,31,32-Trishomohopane-22S",,1.419,J,,,,,,
"30,31,32-Trishomohopane-22R",,0.71,J,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,0.489,J,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,0.559,U,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,0.559,U,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,0.559,U,,,,,,
Priority Pollutant PAH,,142.297,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,80,,,,,,,
Acenaphthene-d10,,88,,,,,,,
Phenanthrene-d10,,97,,,,,,,
Benzo(a)pyrene-d12,,90,,,,,,,
5b(H)-Cholane,,107,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
