"14b(H),17b(H)-20R-Cholestane",,25.576,,,,,,,
"14b(H),17b(H)-20S-Cholestane",,24.621,,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,22.446,,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,22.549,,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,23.056,,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,13.605,,,,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,18.302,,,,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,46.388,,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,27.568,,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,18.003,,,,,,,
C23 Tricyclic Terpane,,43.990,,,,,,,
C24 Tricyclic Terpane ,,34.072,,,,,,,
C25 Tricyclic Terpane,,35.542,,,,,,,
C24 Tetracyclic Terpane,,4.490,J,,,,,,
C26 Tricyclic Terpane-22S,,12.178,,,,,,,
C26 Tricyclic Terpane-22R,,14.566,,,,,,,
C28 Tricyclic Terpane-22S,,15.746,,,,,,,
C28 Tricyclic Terpane-22R,,16.274,,,,,,,
C29 Tricyclic Terpane-22S,,21.060,,,,,,,
C29 Tricyclic Terpane-22R,,17.640,,,,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,11.167,,,,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,8.221,,,,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,9.296,,,,,,,
"17a(H),21b(H)-25-Norhopane",,7.799,U,,,,,,
30-Norhopane,,18.963,,,,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,9.716,,,,,,,
17a(H)-Diahopane,,9.790,,,,,,,
30-Normoretane,,7.799,U,,,,,,
18a(H) & 18b(H)-Oleananes,,7.799,U,,,,,,
"17a(H),21b(H)-hopane",,52.778,,,,,,,
"17b(H),21a(H)-hopane (moretane)",,21.997,,,,,,,
30-Homohopane-22S,,30.090,,,,,,,
30-Homohopane-22R,,12.405,,,,,,,
"30,31-Bishomohopane-22S",,16.353,,,,,,,
"30,31-Bishomohopane-22R",,12.928,,,,,,,
"30,31,32-Trishomohopane-22S",,15.617,,,,,,,
"30,31,32-Trishomohopane-22R",,12.252,,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,13.777,,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,7.342,J,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,11.009,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,9.444,,,,,,,
Priority Pollutant PAH,,1500.768,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,99,,,,,,,
Acenaphthene-d10,,102,,,,,,,
Phenanthrene-d10,,106,,,,,,,
Benzo(a)pyrene-d12,,94,,,,,,,
5b(H)-Cholane,,113,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
