C3-Chrysenes,,0.530,U,,,,0.532,U,,,
C4-Chrysenes,,0.530,U,,,,0.532,U,,,
Benzo(b)fluoranthene,,287.064,,244.88,117,,289.526,,245.48,118,
Benzo(k)fluoranthene,,288.779,,244.54,118,,294.979,,245.13,120,
Benzo(e)pyrene,,255.859,,244.73,105,,256.802,,245.33,105,
Benzo(a)pyrene,,265.312,,244.27,109,,268.960,,244.87,110,
Perylene,,218.727,,244.66,89,,229.872,,245.26,94,
"Indeno(1,2,3-cd)pyrene",,276.916,,244.56,113,,285.301,,245.16,116,
"Dibenz(a,h)anthracene",,294.436,,244.37,120,,296.412,,244.96,121,
"Benzo(g,h,i)perylene",,271.766,,244.71,111,,273.640,,245.31,112,
Total PAH,,5260.170,,,,,5439.603,,,,
"14a(H),17a(H)-20R-Cholestane",,0.395,U,,,,0.396,U,,,
"13b(H),17a(H)-20S-Diacholestane ",,0.395,U,,,,0.396,U,,,
"13b(H),17a(H)-20R-Diacholestane",,0.395,U,,,,0.396,U,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,0.395,U,,,,0.396,U,,,
"14a(H),17a(H)-20S-Cholestane",,0.395,U,,,,0.396,U,,,
"14b(H),17b(H)-20R-Cholestane",,0.395,U,,,,0.396,U,,,
"14b(H),17b(H)-20S-Cholestane",,0.395,U,,,,0.396,U,,,
"14a(H),17a(H)-20S-methylcholestane",,0.395,U,,,,0.396,U,,,
"14b(H),17b(H)-20R-Methylcholestane",,0.395,U,,,,0.396,U,,,
"14b(H),17b(H)-20S-Methylcholestane",,0.395,U,,,,0.396,U,,,
"14a(H),17a(H)-20R-methylcholestane ",,0.395,U,,,,0.396,U,,,
"14a(H),17a(H)-20S-Ethylcholestane",,0.395,U,,,,0.396,U,,,
"14b(H),17b(H)-20R-Ethylcholestane",,0.395,U,,,,0.396,U,,,
"14b(H),17b(H)-20S-Ethylcholestane",,0.395,U,,,,0.396,U,,,
"14a(H),17a(H)-20R-Ethylcholestane",,0.395,U,,,,0.396,U,,,
C23 Tricyclic Terpane,,1.364,U,,,,1.367,U,,,
C24 Tricyclic Terpane ,,1.364,U,,,,1.367,U,,,
C25 Tricyclic Terpane,,1.364,U,,,,1.367,U,,,
C24 Tetracyclic Terpane,,1.364,U,,,,1.367,U,,,
C26 Tricyclic Terpane-22S,,1.364,U,,,,1.367,U,,,
C26 Tricyclic Terpane-22R,,1.364,U,,,,1.367,U,,,
C28 Tricyclic Terpane-22S,,1.364,U,,,,1.367,U,,,
C28 Tricyclic Terpane-22R,,1.364,U,,,,1.367,U,,,
C29 Tricyclic Terpane-22S,,1.364,U,,,,1.367,U,,,
C29 Tricyclic Terpane-22R,,1.364,U,,,,1.367,U,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,1.364,U,,,,1.367,U,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,1.364,U,,,,1.367,U,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,1.364,U,,,,1.367,U,,,
"17a(H),21b(H)-25-Norhopane",,1.364,U,,,,1.367,U,,,
30-Norhopane,,1.364,U,,,,1.367,U,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,1.364,U,,,,1.367,U,,,
17a(H)-Diahopane,,1.364,U,,,,1.367,U,,,
30-Normoretane,,1.364,U,,,,1.367,U,,,
18a(H) & 18b(H)-Oleananes,,1.364,U,,,,1.367,U,,,
"17a(H),21b(H)-hopane",,1.364,U,,,,1.367,U,,,
"17b(H),21a(H)-hopane (moretane)",,1.364,U,,,,1.367,U,,,
30-Homohopane-22S,,1.364,U,,,,1.367,U,,,
30-Homohopane-22R,,1.364,U,,,,1.367,U,,,
"30,31-Bishomohopane-22S",,1.364,U,,,,1.367,U,,,
"30,31-Bishomohopane-22R",,1.364,U,,,,1.367,U,,,
"30,31,32-Trishomohopane-22S",,1.364,U,,,,1.367,U,,,
"30,31,32-Trishomohopane-22R",,1.364,U,,,,1.367,U,,,
"30,31,32,33-Tetrakishomohopane-22S",,1.364,U,,,,1.367,U,,,
"30,31,32,33-Tetrakishomohopane-22R",,1.364,U,,,,1.367,U,,,
"30,31,32,33,34-Pentakishomohopane-22S",,1.364,U,,,,1.367,U,,,
"30,31,32,33,34-Pentakishomohopane-22R",,1.364,U,,,,1.367,U,,,
Priority Pollutant PAH,,4125.978,,,,,4267.254,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,,,
,,,,,,,,,,,
Naphthalene-d8,,71,,,,,73,,,,
Acenaphthene-d10,,78,,,,,78,,,,
Phenanthrene-d10,,81,,,,,80,,,,
Benzo(a)pyrene-d12,,79,,,,,82,,,,
5b(H)-Cholane,,94,,,,,101,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
