"14a(H),17a(H)-20S-Cholestane",,80.397,,,,,,,
"14b(H),17b(H)-20R-Cholestane",,25.257,,,,,,,
"14b(H),17b(H)-20S-Cholestane",,24.536,,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,29.311,,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,22.496,,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,25.91,,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,15.164,,,,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,22.056,,,,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,44.756,,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,36.298,,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,20.076,,,,,,,
C23 Tricyclic Terpane,,40.352,,,,,,,
C24 Tricyclic Terpane ,,30.968,,,,,,,
C25 Tricyclic Terpane,,37.823,,,,,,,
C24 Tetracyclic Terpane,,4.186,J,,,,,,
C26 Tricyclic Terpane-22S,,12.059,,,,,,,
C26 Tricyclic Terpane-22R,,15.203,,,,,,,
C28 Tricyclic Terpane-22S,,16.659,,,,,,,
C28 Tricyclic Terpane-22R,,16.513,,,,,,,
C29 Tricyclic Terpane-22S,,21.603,,,,,,,
C29 Tricyclic Terpane-22R,,21.688,,,,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,11.891,,,,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,6.949,J,,,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,9.956,,,,,,,
"17a(H),21b(H)-25-Norhopane",,2.529,J,,,,,,
30-Norhopane,,19.547,,,,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,11.071,,,,,,,
17a(H)-Diahopane,,12.564,,,,,,,
30-Normoretane,,1.913,J,,,,,,
18a(H) & 18b(H)-Oleananes,,7.799,U,,,,,,
"17a(H),21b(H)-hopane",,51.657,,,,,,,
"17b(H),21a(H)-hopane (moretane)",,7.218,J,,,,,,
30-Homohopane-22S,,26.269,,,,,,,
30-Homohopane-22R,,13.123,,,,,,,
"30,31-Bishomohopane-22S",,16.317,,,,,,,
"30,31-Bishomohopane-22R",,12.633,,,,,,,
"30,31,32-Trishomohopane-22S",,12.815,,,,,,,
"30,31,32-Trishomohopane-22R",,12.596,,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,9.234,,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,5.967,J,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,10.448,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,6.869,J,,,,,,
Priority Pollutant PAH,,1570.765,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,114,,,,,,,
Acenaphthene-d10,,117,,,,,,,
Phenanthrene-d10,,110,,,,,,,
Benzo(a)pyrene-d12,,111,,,,,,,
5b(H)-Cholane,,120,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
