"14a(H),17a(H)-20S-Cholestane",,80.264,,,,,,,
"14b(H),17b(H)-20R-Cholestane",,24.929,,,,,,,
"14b(H),17b(H)-20S-Cholestane",,22.576,,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,26.247,,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,22.444,,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,24.57,,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,14.14,,,,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,17.044,,,,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,39.642,,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,38.41,,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,17.904,,,,,,,
C23 Tricyclic Terpane,,41.434,,,,,,,
C24 Tricyclic Terpane ,,31.826,,,,,,,
C25 Tricyclic Terpane,,36.309,,,,,,,
C24 Tetracyclic Terpane,,4.899,J,,,,,,
C26 Tricyclic Terpane-22S,,12.618,,,,,,,
C26 Tricyclic Terpane-22R,,15.857,,,,,,,
C28 Tricyclic Terpane-22S,,16.184,,,,,,,
C28 Tricyclic Terpane-22R,,15.869,,,,,,,
C29 Tricyclic Terpane-22S,,22.018,,,,,,,
C29 Tricyclic Terpane-22R,,18.877,,,,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,12.656,,,,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,6.692,J,,,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,8.95,,,,,,,
"17a(H),21b(H)-25-Norhopane",,1.643,J,,,,,,
30-Norhopane,,19.207,,,,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,10.427,,,,,,,
17a(H)-Diahopane,,11.251,,,,,,,
30-Normoretane,,2.13,J,,,,,,
18a(H) & 18b(H)-Oleananes,,7.799,U,,,,,,
"17a(H),21b(H)-hopane",,50.916,,,,,,,
"17b(H),21a(H)-hopane (moretane)",,7.976,,,,,,,
30-Homohopane-22S,,28.719,,,,,,,
30-Homohopane-22R,,13.438,,,,,,,
"30,31-Bishomohopane-22S",,14.613,,,,,,,
"30,31-Bishomohopane-22R",,11.449,,,,,,,
"30,31,32-Trishomohopane-22S",,11.99,,,,,,,
"30,31,32-Trishomohopane-22R",,10.701,,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,7.907,,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,4.917,J,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,8.031,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,5.422,J,,,,,,
Priority Pollutant PAH,,1653.868,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,111,,,,,,,
Acenaphthene-d10,,110,,,,,,,
Phenanthrene-d10,,116,,,,,,,
Benzo(a)pyrene-d12,,114,,,,,,,
5b(H)-Cholane,,126,N,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
