"14b(H),17b(H)-20R-Cholestane",,25.968,,,,,,,
"14b(H),17b(H)-20S-Cholestane",,24.505,,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,29.171,,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,23.68,,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,24.688,,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,15.247,,,,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,21.847,,,,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,43.858,,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,34.962,,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,19.139,,,,,,,
C23 Tricyclic Terpane,,40.73,,,,,,,
C24 Tricyclic Terpane ,,31.831,,,,,,,
C25 Tricyclic Terpane,,37.991,,,,,,,
C24 Tetracyclic Terpane,,4.408,J,,,,,,
C26 Tricyclic Terpane-22S,,12.581,,,,,,,
C26 Tricyclic Terpane-22R,,16.084,,,,,,,
C28 Tricyclic Terpane-22S,,18.674,,,,,,,
C28 Tricyclic Terpane-22R,,17.611,,,,,,,
C29 Tricyclic Terpane-22S,,21.79,,,,,,,
C29 Tricyclic Terpane-22R,,22.853,,,,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,12.21,,,,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,6.878,J,,,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,10.029,,,,,,,
"17a(H),21b(H)-25-Norhopane",,7.799,U,,,,,,
30-Norhopane,,20.797,,,,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,10.947,,,,,,,
17a(H)-Diahopane,,11.656,,,,,,,
30-Normoretane,,2.67,J,,,,,,
18a(H) & 18b(H)-Oleananes,,7.799,U,,,,,,
"17a(H),21b(H)-hopane",,50.421,,,,,,,
"17b(H),21a(H)-hopane (moretane)",,6.576,J,,,,,,
30-Homohopane-22S,,29.173,,,,,,,
30-Homohopane-22R,,14.205,,,,,,,
"30,31-Bishomohopane-22S",,16.313,,,,,,,
"30,31-Bishomohopane-22R",,12.465,,,,,,,
"30,31,32-Trishomohopane-22S",,13.988,,,,,,,
"30,31,32-Trishomohopane-22R",,12.411,,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,9.895,,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,5.452,J,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,10.371,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,7.237,J,,,,,,
Priority Pollutant PAH,,1578.302,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,98,,,,,,,
Acenaphthene-d10,,105,,,,,,,
Phenanthrene-d10,,109,,,,,,,
Benzo(a)pyrene-d12,,106,,,,,,,
5b(H)-Cholane,,123,N,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
