"13b(H),17a(H)-20S-Diacholestane ",,0.444,U,,,,,,
"13b(H),17a(H)-20R-Diacholestane",,0.444,U,,,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,0.444,U,,,,,,
"14a(H),17a(H)-20S-Cholestane",,0.444,U,,,,,,
"14b(H),17b(H)-20R-Cholestane",,0.444,U,,,,,,
"14b(H),17b(H)-20S-Cholestane",,0.444,U,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,0.444,U,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,0.444,U,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,0.444,U,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,0.444,U,,,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,0.444,U,,,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,0.444,U,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,0.444,U,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,0.444,U,,,,,,
C23 Tricyclic Terpane,,1.532,U,,,,,,
C24 Tricyclic Terpane ,,1.532,U,,,,,,
C25 Tricyclic Terpane,,1.532,U,,,,,,
C24 Tetracyclic Terpane,,1.532,U,,,,,,
C26 Tricyclic Terpane-22S,,1.532,U,,,,,,
C26 Tricyclic Terpane-22R,,1.532,U,,,,,,
C28 Tricyclic Terpane-22S,,1.532,U,,,,,,
C28 Tricyclic Terpane-22R,,1.532,U,,,,,,
C29 Tricyclic Terpane-22S,,1.532,U,,,,,,
C29 Tricyclic Terpane-22R,,1.532,U,,,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,1.532,U,,,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,1.532,U,,,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,1.532,U,,,,,,
"17a(H),21b(H)-25-Norhopane",,1.532,U,,,,,,
30-Norhopane,,1.532,U,,,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,1.532,U,,,,,,
17a(H)-Diahopane,,1.532,U,,,,,,
30-Normoretane,,1.532,U,,,,,,
18a(H) & 18b(H)-Oleananes,,1.532,U,,,,,,
"17a(H),21b(H)-hopane",,1.532,U,,,,,,
"17b(H),21a(H)-hopane (moretane)",,1.532,U,,,,,,
30-Homohopane-22S,,1.532,U,,,,,,
30-Homohopane-22R,,1.532,U,,,,,,
"30,31-Bishomohopane-22S",,1.532,U,,,,,,
"30,31-Bishomohopane-22R",,1.532,U,,,,,,
"30,31,32-Trishomohopane-22S",,1.532,U,,,,,,
"30,31,32-Trishomohopane-22R",,1.532,U,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,1.532,U,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,1.532,U,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,1.532,U,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,1.532,U,,,,,,
Priority Pollutant PAH,,6138.742,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,96,,,,,,,
Acenaphthene-d10,,98,,,,,,,
Phenanthrene-d10,,104,,,,,,,
Benzo(a)pyrene-d12,,102,,,,,,,
5b(H)-Cholane,,102,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
