SiteCode,VariableCode,LabSampleCode,DataValue,CensorCode,OffsetValue,OffsetUnits,OffsetDescription,Qualifier,ValueAccuracy
8,Be-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,1.26,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.009
8,Cd-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,0.25,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
8,Cr-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,85.5,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.4
8,Cu-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,25.8,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.2
8,Fe-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,3.73,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.01
8,Hg-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,0.039,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
8,Mn-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,523,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,2.4
8,Ni-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,43.3,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.004
8,Pb-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,13.0,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.002
8,Sb-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,0.55,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
8,Se-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,0.79,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.024
8,Sn-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,2.08,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.003
8,Tl-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,0.40,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
8,V-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,136,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.6
8,Zn-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,89.6,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.5
8,TOC-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,1.10,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.03
8,Gravel-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,36.4,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
8,Sand-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,31.9,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
8,Silt-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,14.6,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
8,Clay-S-VV,JT-2014-SED-VV-8-lab-duplicate-1,17.1,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
8,Ag-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,0.17,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.003
8,Al-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,5.54,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.01
8,As-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,13.0,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.02
8,Ba-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,579,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.01
8,Be-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,1.33,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.009
8,Cd-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,0.24,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
8,Cr-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,88.5,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.4
8,Cu-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,25.6,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.2
8,Fe-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,3.75,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.01
8,Hg-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,0.041,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
8,Mn-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,533,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,2.4
8,Ni-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,43.7,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.004
8,Pb-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,12.5,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.002
8,Sb-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,0.53,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
8,Se-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,0.78,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.024
8,Sn-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,1.86,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.003
8,Tl-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,0.40,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
8,V-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,135,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.6
8,Zn-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,87.9,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.5
8,TOC-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,1.07,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.03
8,Gravel-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,35.6,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
8,Sand-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,33.1,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
8,Silt-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,14.1,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
8,Clay-S-VV,JT-2014-SED-VV-8-lab-duplicate-2,17.2,nc,18.5,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
10,Ag-S-VV,JT-2014-SED-VV-10,0.18,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.003
10,Al-S-VV,JT-2014-SED-VV-10,6.75,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.01
10,As-S-VV,JT-2014-SED-VV-10,15.5,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.02
10,Ba-S-VV,JT-2014-SED-VV-10,607,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.01
10,Be-S-VV,JT-2014-SED-VV-10,1.44,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.009
10,Cd-S-VV,JT-2014-SED-VV-10,0.29,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
10,Cr-S-VV,JT-2014-SED-VV-10,97.5,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.4
10,Cu-S-VV,JT-2014-SED-VV-10,30.0,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.2
10,Fe-S-VV,JT-2014-SED-VV-10,4.08,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.01
10,Hg-S-VV,JT-2014-SED-VV-10,0.059,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
10,Mn-S-VV,JT-2014-SED-VV-10,511,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,2.4
10,Ni-S-VV,JT-2014-SED-VV-10,44.3,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.004
10,Pb-S-VV,JT-2014-SED-VV-10,15.6,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.002
10,Sb-S-VV,JT-2014-SED-VV-10,0.63,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
10,Se-S-VV,JT-2014-SED-VV-10,1.13,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.024
10,Sn-S-VV,JT-2014-SED-VV-10,2.14,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.003
10,Tl-S-VV,JT-2014-SED-VV-10,0.54,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
10,V-S-VV,JT-2014-SED-VV-10,173,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.6
10,Zn-S-VV,JT-2014-SED-VV-10,115,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.5
10,TOC-S-VV,JT-2014-SED-VV-10,1.32,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.03
10,Gravel-S-VV,JT-2014-SED-VV-10,9.3,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
10,Sand-S-VV,JT-2014-SED-VV-10,16.6,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
10,Silt-S-VV,JT-2014-SED-VV-10,45.1,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
10,Clay-S-VV,JT-2014-SED-VV-10,28.9,nc,25.0,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
5E,Ag-S-VV,JT-2014-SED-VV-5E,0.07,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.003
5E,Al-S-VV,JT-2014-SED-VV-5E,1.56,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.01
5E,As-S-VV,JT-2014-SED-VV-5E,7.37,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.02
5E,Ba-S-VV,JT-2014-SED-VV-5E,217,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.01
5E,Be-S-VV,JT-2014-SED-VV-5E,0.51,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.009
5E,Cd-S-VV,JT-2014-SED-VV-5E,0.07,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
5E,Cr-S-VV,JT-2014-SED-VV-5E,20.1,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.4
5E,Cu-S-VV,JT-2014-SED-VV-5E,4.8,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.2
5E,Fe-S-VV,JT-2014-SED-VV-5E,1.16,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.01
5E,Hg-S-VV,JT-2014-SED-VV-5E,0.008,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
5E,Mn-S-VV,JT-2014-SED-VV-5E,172,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,2.4
5E,Ni-S-VV,JT-2014-SED-VV-5E,10.5,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.004
5E,Pb-S-VV,JT-2014-SED-VV-5E,4.82,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.002
5E,Sb-S-VV,JT-2014-SED-VV-5E,0.25,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
5E,Se-S-VV,JT-2014-SED-VV-5E,0.38,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.024
5E,Sn-S-VV,JT-2014-SED-VV-5E,0.77,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.003
5E,Tl-S-VV,JT-2014-SED-VV-5E,0.17,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
5E,V-S-VV,JT-2014-SED-VV-5E,30.8,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.6
5E,Zn-S-VV,JT-2014-SED-VV-5E,26.4,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.5
5E,TOC-S-VV,JT-2014-SED-VV-5E,0.25,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.03
5E,Gravel-S-VV,JT-2014-SED-VV-5E,0,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
5E,Sand-S-VV,JT-2014-SED-VV-5E,95.3,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
5E,Silt-S-VV,JT-2014-SED-VV-5E,2.2,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
5E,Clay-S-VV,JT-2014-SED-VV-5E,2.4,nc,18.3,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
5(5),Ag-S-VV,JT-2014-SED-VV-5(5),0.14,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.003
5(5),Al-S-VV,JT-2014-SED-VV-5(5),4.20,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.01
5(5),As-S-VV,JT-2014-SED-VV-5(5),10.7,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.02
5(5),Ba-S-VV,JT-2014-SED-VV-5(5),470,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.01
5(5),Be-S-VV,JT-2014-SED-VV-5(5),1.43,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.009
5(5),Cd-S-VV,JT-2014-SED-VV-5(5),0.21,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
5(5),Cr-S-VV,JT-2014-SED-VV-5(5),69.2,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.4
5(5),Cu-S-VV,JT-2014-SED-VV-5(5),16.9,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.2
5(5),Fe-S-VV,JT-2014-SED-VV-5(5),2.55,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.01
5(5),Hg-S-VV,JT-2014-SED-VV-5(5),0.036,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
5(5),Mn-S-VV,JT-2014-SED-VV-5(5),291,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,2.4
5(5),Ni-S-VV,JT-2014-SED-VV-5(5),27.6,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.004
5(5),Pb-S-VV,JT-2014-SED-VV-5(5),9.80,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.002
5(5),Sb-S-VV,JT-2014-SED-VV-5(5),0.41,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
5(5),Se-S-VV,JT-2014-SED-VV-5(5),0.88,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.024
5(5),Sn-S-VV,JT-2014-SED-VV-5(5),1.58,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.003
5(5),Tl-S-VV,JT-2014-SED-VV-5(5),0.36,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.001
5(5),V-S-VV,JT-2014-SED-VV-5(5),97.2,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.6
5(5),Zn-S-VV,JT-2014-SED-VV-5(5),67.0,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.5
5(5),TOC-S-VV,JT-2014-SED-VV-5(5),1.66,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.03
5(5),Gravel-S-VV,JT-2014-SED-VV-5(5),1.7,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
5(5),Sand-S-VV,JT-2014-SED-VV-5(5),53.5,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
5(5),Silt-S-VV,JT-2014-SED-VV-5(5),29.6,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
5(5),Clay-S-VV,JT-2014-SED-VV-5(5),15.2,nc,19.6,meter,Bottom depth of 1-cm-thick surficial sediment sample.,,0.1
